Company Name,Location,Description,Batch,Context,YC URL,Contact Source
Candor,"San Francisco, CA, USA",We help companies win government funding with AI,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/candor,https://www.ycombinator.com/companies/candor - Check company website for contact info
Bild AI,"San Francisco, CA, USA",AI that understands construction blueprints,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/bild-ai,https://www.ycombinator.com/companies/bild-ai - Check company website for contact info
Outship,"San Francisco, CA, USA",Hire amazing engineers by seeing how they use AI,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/outship,https://www.ycombinator.com/companies/outship - Check company website for contact info
Revise Robotics,,Automating refurbishment of $1T in consumer electronics,Winter 2025,YC Winter 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/revise-robotics,https://www.ycombinator.com/companies/revise-robotics - Check company website for contact info
Enhanced Radar,"San Francisco, CA, USA",AI for air traffic control,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/enhanced-radar,https://www.ycombinator.com/companies/enhanced-radar - Check company website for contact info
Edexia,"San Francisco, CA, USA",AI Teacher Assistant for Grading Essays,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/edexia,https://www.ycombinator.com/companies/edexia - Check company website for contact info
Quantstruct,"San Francisco, CA, USA",AI documentation engineer – test & autoimprove stale product docs,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/quantstruct,https://www.ycombinator.com/companies/quantstruct - Check company website for contact info
Invo,,AI-Powered Collections Platform for Food Distributors,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/invo,https://www.ycombinator.com/companies/invo - Check company website for contact info
Onlook,"San Francisco, CA, USA",,Winter 2025,YC Winter 2025 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/onlook,https://www.ycombinator.com/companies/onlook - Check company website for contact info
Delineate,"Boston, MA, USA",Agents for Accelerated Clinical Trial Design,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/delineate,https://www.ycombinator.com/companies/delineate - Check company website for contact info
Exin Therapeutics,"San Francisco, CA, USA",AI drug discovery platform for neurotherapeutics,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/exin-therapeutics,https://www.ycombinator.com/companies/exin-therapeutics - Check company website for contact info
Uncommon Therapeutics,"San Francisco, CA, USA","A Disease Focused Biotech, Building Multiple Billion Dollar Drugs",Winter 2025,YC Winter 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/uncommon-therapeutics,https://www.ycombinator.com/companies/uncommon-therapeutics - Check company website for contact info
YouShift,"New York, NY, USA",The OS for hospital workforce management,Winter 2025,YC Winter 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/youshift,https://www.ycombinator.com/companies/youshift - Check company website for contact info
Overstand Labs,,Navigate any set of data - no matter how large - in minutes.,Winter 2025,YC Winter 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/overstand-labs,https://www.ycombinator.com/companies/overstand-labs - Check company website for contact info
Egress Health,,"Automated revenue cycle management, starting with dentists",Winter 2025,YC Winter 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/egress-health,https://www.ycombinator.com/companies/egress-health - Check company website for contact info
Sublingual,"San Francisco, CA, USA",Daily productivity tracker,Winter 2025,YC Winter 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sublingual,https://www.ycombinator.com/companies/sublingual - Check company website for contact info
Cohesive,"New York, NY, USA",The agentic CRM for blue-collar services,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/cohesive,https://www.ycombinator.com/companies/cohesive - Check company website for contact info
Docket,"San Francisco, CA, USA",AI agents for web testing,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/docket,https://www.ycombinator.com/companies/docket - Check company website for contact info
Sureform,"Palo Alto, CA, USA",Real-world data for world models and robotics,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/sureform,https://www.ycombinator.com/companies/sureform - Check company website for contact info
Foundation Industries,,We supply hard tech companies with critical components.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/foundation-industries,https://www.ycombinator.com/companies/foundation-industries - Check company website for contact info
Godela,"San Francisco, CA, USA",AI Physics Engine to replace simulations and prototypes,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/godela,https://www.ycombinator.com/companies/godela - Check company website for contact info
Aegis,"San Francisco, CA, USA",AI Agents to win denied health insurance claims.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/aegis,https://www.ycombinator.com/companies/aegis - Check company website for contact info
Cascade Space,,Deep space communications as a service,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/cascade-space,https://www.ycombinator.com/companies/cascade-space - Check company website for contact info
Bond,"San Francisco, CA, USA",Your AI Chief of Staff,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/bond,https://www.ycombinator.com/companies/bond - Check company website for contact info
Blueshoe,"Boston, MA, USA",The AI platform for legal reasoning,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/blueshoe,https://www.ycombinator.com/companies/blueshoe - Check company website for contact info
sieve,"New York, NY, USA",AI + human review to solve data cleaning - accessible via API or Excel,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sieveai,https://www.ycombinator.com/companies/sieveai - Check company website for contact info
Airweave,,The open-source context retrieval layer for agents,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/airweave,https://www.ycombinator.com/companies/airweave - Check company website for contact info
Theorem,"San Francisco, CA, USA",Program verification so even your systems engineers can vibecode,Spring 2025,YC Spring 2025 startup - Developer tool that needs API/docs pages indexed for developer discovery,https://www.ycombinator.com/companies/theorem-2,https://www.ycombinator.com/companies/theorem-2 - Check company website for contact info
Text.ai,"San Francisco, CA, USA",Alfi - your group chat with social skills to bring friends closer,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/text-ai,https://www.ycombinator.com/companies/text-ai - Check company website for contact info
StarSling,"San Francisco, CA, USA",,Spring 2025,YC Spring 2025 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/starsling,https://www.ycombinator.com/companies/starsling - Check company website for contact info
Wavedash,"San Francisco, CA, USA",Play the latest games in your browser with no downloads,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/wavedash,https://www.ycombinator.com/companies/wavedash - Check company website for contact info
Cactus,"San Francisco, CA, USA",24/7 AI Call Center for Home Services,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/oncactus,https://www.ycombinator.com/companies/oncactus - Check company website for contact info
Vision Lab,"San Francisco, CA, USA",Industrial data layer for robotics training,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/vision-lab,https://www.ycombinator.com/companies/vision-lab - Check company website for contact info
Code Four,"San Francisco, CA, USA",Modernizing the police workflow.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/code-four,https://www.ycombinator.com/companies/code-four - Check company website for contact info
Lumari,"San Francisco, CA, USA",AI Digital Workers for Supply Chain,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/lumari,https://www.ycombinator.com/companies/lumari - Check company website for contact info
mlop,"San Francisco, CA, USA",Experiment tracking for training ML models,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/mlop,https://www.ycombinator.com/companies/mlop - Check company website for contact info
Den,,Cursor for knowledge workers,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/den,https://www.ycombinator.com/companies/den - Check company website for contact info
Cotool,"San Francisco, CA, USA",AI Agents for Security Operations Teams,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/cotool,https://www.ycombinator.com/companies/cotool - Check company website for contact info
Nimbic AI,,Automatically write and update internal docs with every code commit.,Spring 2025,YC Spring 2025 startup - Developer tool that needs API/docs pages indexed for developer discovery,https://www.ycombinator.com/companies/nimbic-ai,https://www.ycombinator.com/companies/nimbic-ai - Check company website for contact info
Moby Analytics,"Paris, Île-de-France, France",AI financial auditors,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/moby-analytics,https://www.ycombinator.com/companies/moby-analytics - Check company website for contact info
Rimba,"San Francisco, CA, USA",Streamlining Data Capture to Report Creation for Heavy Industries,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/rimba,https://www.ycombinator.com/companies/rimba - Check company website for contact info
Adentris,"San Francisco, CA, USA",Real-time AI Compliance for Medical Documentation,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/adentris,https://www.ycombinator.com/companies/adentris - Check company website for contact info
Probo,"San Francisco, CA, USA",We help you get compliant while you focus on your business.,Spring 2025,YC Spring 2025 startup - B2B platform that needs service pages indexed for enterprise clients,https://www.ycombinator.com/companies/probo,https://www.ycombinator.com/companies/probo - Check company website for contact info
MindFort,,Autonomous Security Agents,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/mindfort,https://www.ycombinator.com/companies/mindfort - Check company website for contact info
chrt,,chrt is a logistics platform for time-critical shipping,Spring 2025,YC Spring 2025 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/chrt,https://www.ycombinator.com/companies/chrt - Check company website for contact info
Mesmer,"San Francisco, CA, USA",,Spring 2025,YC Spring 2025 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/mesmer,https://www.ycombinator.com/companies/mesmer - Check company website for contact info
Naive,"San Francisco, CA, USA",Hire AI employees that actually run your company,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/naive,https://www.ycombinator.com/companies/naive - Check company website for contact info
Janus,"San Francisco, CA, USA",Evaluate AI Agents with Simulation Environments,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/janus,https://www.ycombinator.com/companies/janus - Check company website for contact info
Hemut,"San Francisco, CA, USA",AI-powered operating system for trucking companies.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/hemut,https://www.ycombinator.com/companies/hemut - Check company website for contact info
Orchid,"San Francisco, CA, USA",Proactive agent for work,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/orchid-ai,https://www.ycombinator.com/companies/orchid-ai - Check company website for contact info
ValueMate,,Valuemate automates real estate appraisals with AI,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/valuemate,https://www.ycombinator.com/companies/valuemate - Check company website for contact info
Bramante Biologics,"Cambridge, MA, USA",American drug manufacturing,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/bramante-biologics,https://www.ycombinator.com/companies/bramante-biologics - Check company website for contact info
Saffron Health,,AI-powered care coordination for primary care,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/saffron-health,https://www.ycombinator.com/companies/saffron-health - Check company website for contact info
Scalar Field,,Reinventing the trading terminal — one intelligent agent at a time.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/scalar-field,https://www.ycombinator.com/companies/scalar-field - Check company website for contact info
Eloquent AI,"San Francisco, CA, USA",The AI Operator for Financial Services,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/eloquent-ai,https://www.ycombinator.com/companies/eloquent-ai - Check company website for contact info
MorphoAI,"New York, NY, USA",Software tool for designing robots and machines,Spring 2025,YC Spring 2025 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/morphoai,https://www.ycombinator.com/companies/morphoai - Check company website for contact info
Vassar Robotics,"San Francisco, CA, USA",,Spring 2025,YC Spring 2025 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/vassar-robotics,https://www.ycombinator.com/companies/vassar-robotics - Check company website for contact info
Boost Robotics,"Boston, MA, USA",Robots for the inspection and maintenance of data centers,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/boost-robotics,https://www.ycombinator.com/companies/boost-robotics - Check company website for contact info
Sygaldry Technologies,,quantum-accelerated AI servers,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sygaldry-technologies,https://www.ycombinator.com/companies/sygaldry-technologies - Check company website for contact info
ParaQuery,"New York, NY, USA",Managed GPU-accelerated Spark + SQL at 2x speed and half the cost,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/paraquery,https://www.ycombinator.com/companies/paraquery - Check company website for contact info
Klavis AI,,Open source MCP integration platform for reliably tool use at scale.,Spring 2025,YC Spring 2025 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/klavis-ai,https://www.ycombinator.com/companies/klavis-ai - Check company website for contact info
Third Chair,"San Francisco, CA, USA",Automating complex legal workflows with human lawyers in the loop.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/third-chair,https://www.ycombinator.com/companies/third-chair - Check company website for contact info
Vesence,,Cursor for Lawyers. Agentic AI in MS Office.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/vesence,https://www.ycombinator.com/companies/vesence - Check company website for contact info
PowerMatrix,"Cambridge, England, United Kingdom",Efficient and compact power supply for AI hardware,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/powermatrix,https://www.ycombinator.com/companies/powermatrix - Check company website for contact info
Cartpole,"San Francisco, CA, USA",Building reinforcement learning environments,Spring 2025,YC Spring 2025 startup - EdTech startup that needs course pages indexed for students,https://www.ycombinator.com/companies/cartpole,https://www.ycombinator.com/companies/cartpole - Check company website for contact info
Besimple AI,"Redwood City, CA, USA",,Spring 2025,YC Spring 2025 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/besimple-ai,https://www.ycombinator.com/companies/besimple-ai - Check company website for contact info
Alkali,"San Francisco, CA, USA",Your Copilot for Building Chemical Projects,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/alkali,https://www.ycombinator.com/companies/alkali - Check company website for contact info
Human Behavior,"San Francisco, CA, USA",Understand your users beyond the numbers,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/human-behavior,https://www.ycombinator.com/companies/human-behavior - Check company website for contact info
QualGent,"San Francisco, CA, USA",AI Mobile App Quality Assurance Tester,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/qualgent,https://www.ycombinator.com/companies/qualgent - Check company website for contact info
Prism,"San Francisco, CA, USA",AI for the next generation of media,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/prism,https://www.ycombinator.com/companies/prism - Check company website for contact info
Novoflow,,AI employees that automate medical operations for clinics.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/novoflow,https://www.ycombinator.com/companies/novoflow - Check company website for contact info
Theta,"San Francisco, CA, USA",Specialized AI for Every Job,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/theta,https://www.ycombinator.com/companies/theta - Check company website for contact info
Lyra,"San Francisco, CA, USA",AI native meeting platform,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/lyrahq,https://www.ycombinator.com/companies/lyrahq - Check company website for contact info
Cleon,"New York, NY, USA",AI agents for hotels & resorts,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/cleon,https://www.ycombinator.com/companies/cleon - Check company website for contact info
throxy,,Vertical AI agents that run the sales funnel on autopilot,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/throxy,https://www.ycombinator.com/companies/throxy - Check company website for contact info
Lucis,"Paris, Île-de-France, France",Function Health for Europe,Spring 2025,YC Spring 2025 startup - Healthcare startup that needs their platform pages indexed for providers/patients,https://www.ycombinator.com/companies/lucis,https://www.ycombinator.com/companies/lucis - Check company website for contact info
Flott HQ,,AI-native operating system for vehicle fleet management,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/flott-hq,https://www.ycombinator.com/companies/flott-hq - Check company website for contact info
Crimson,"London, England, United Kingdom",The AI Associate for Litigation Lawyers,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/crimson,https://www.ycombinator.com/companies/crimson - Check company website for contact info
Casco,,"Autonomous security testing for web apps, APIs, cloud, and AI systems",Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/casco,https://www.ycombinator.com/companies/casco - Check company website for contact info
Nomi,"San Francisco, CA, USA",Realtime Sales Copilot,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/nomi,https://www.ycombinator.com/companies/nomi - Check company website for contact info
Morphik,"San Francisco, CA, USA",Open-source multimodal search for AI apps,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/morphik,https://www.ycombinator.com/companies/morphik - Check company website for contact info
RunRL,"San Francisco, CA, USA",Reinforcement learning as a service,Spring 2025,YC Spring 2025 startup - EdTech startup that needs course pages indexed for students,https://www.ycombinator.com/companies/runrl,https://www.ycombinator.com/companies/runrl - Check company website for contact info
Ticket Wallet,,AI-optimized ticket resale,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/ticket-wallet,https://www.ycombinator.com/companies/ticket-wallet - Check company website for contact info
Kaizen,,Automate anything on the web.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/kaizen,https://www.ycombinator.com/companies/kaizen - Check company website for contact info
HABIT,"El Segundo, CA, USA",Conversational robots for physical businesses.,Spring 2025,YC Spring 2025 startup - B2B platform that needs service pages indexed for enterprise clients,https://www.ycombinator.com/companies/habit,https://www.ycombinator.com/companies/habit - Check company website for contact info
Clidey,"San Francisco, CA, USA",Model your organization. Run it in real time.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/clidey,https://www.ycombinator.com/companies/clidey - Check company website for contact info
Opusense AI,,AI for Field Inspection Reports,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/opusense-ai,https://www.ycombinator.com/companies/opusense-ai - Check company website for contact info
Labric,,The data layer for scientific research,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/labric,https://www.ycombinator.com/companies/labric - Check company website for contact info
Photonium,,AI-Powered Optical Consulting & Software,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/photonium,https://www.ycombinator.com/companies/photonium - Check company website for contact info
Sixtyfour,"San Francisco, CA, USA",People Intelligence at Scale,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/sixtyfour,https://www.ycombinator.com/companies/sixtyfour - Check company website for contact info
Tegore,"San Francisco, CA, USA",Your new AI-powered math tutor.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/tegore,https://www.ycombinator.com/companies/tegore - Check company website for contact info
Clado,"San Francisco, CA, USA",Deep Research for People,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/clado,https://www.ycombinator.com/companies/clado - Check company website for contact info
Combinely,,AI coworker for Accountants,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/combinely,https://www.ycombinator.com/companies/combinely - Check company website for contact info
VoiceOS,"San Francisco, CA, USA",The Siri for Productivity,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/voiceos,https://www.ycombinator.com/companies/voiceos - Check company website for contact info
Chiron,"San Francisco, CA, USA",Grammarly for Math ✏️,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/chiron,https://www.ycombinator.com/companies/chiron - Check company website for contact info
Jeevy Fabrication,,AI Driven EPC - Weld Fabrication Contractor,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/jeevy-fabrication,https://www.ycombinator.com/companies/jeevy-fabrication - Check company website for contact info
Trapeze,,,Spring 2025,YC Spring 2025 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/trapeze,https://www.ycombinator.com/companies/trapeze - Check company website for contact info
Tinfoil,"San Francisco, CA, USA","Tinfoil makes your AI workflows secure, verifiable, and private.",Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/tinfoil,https://www.ycombinator.com/companies/tinfoil - Check company website for contact info
The LLM Data Company,"San Francisco, CA, USA",Frontier models for critical domains,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/the-llm-data-company,https://www.ycombinator.com/companies/the-llm-data-company - Check company website for contact info
Refresh,"San Francisco, CA, USA",Training gyms for computer use and software engineering work,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/refresh,https://www.ycombinator.com/companies/refresh - Check company website for contact info
Parsewise,"London, England, United Kingdom",AI Agents for Risk Decisions,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/parsewise,https://www.ycombinator.com/companies/parsewise - Check company website for contact info
Better Auth,"San Francisco, CA, USA",The authentication framework for TypeScript,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/better-auth,https://www.ycombinator.com/companies/better-auth - Check company website for contact info
Bluejay,,The world's first quality assurance agency for voice & text AI.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/bluejay,https://www.ycombinator.com/companies/bluejay - Check company website for contact info
Kestral,"San Francisco, CA, USA",We automate your entire product development lifecycle.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/kestral,https://www.ycombinator.com/companies/kestral - Check company website for contact info
Attune,"San Francisco, CA, USA","Faster builds, zero effort.",Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/attune,https://www.ycombinator.com/companies/attune - Check company website for contact info
PgDog,Remote,Scaling engine for PostgreSQL,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/pgdog,https://www.ycombinator.com/companies/pgdog - Check company website for contact info
Kirana AI,"New York, NY, USA",AI manager for physical stores,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/kirana-ai,https://www.ycombinator.com/companies/kirana-ai - Check company website for contact info
Mbodi AI,"New York, NY, USA",Industrial Robots that Learn and Operate Like Humans,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/mbodi-ai,https://www.ycombinator.com/companies/mbodi-ai - Check company website for contact info
Percival,"San Francisco, CA, USA",Accelerating data analysis for research,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/percival,https://www.ycombinator.com/companies/percival - Check company website for contact info
TypeOS,,"AI that sounds like you, where you work.",Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/typeos,https://www.ycombinator.com/companies/typeos - Check company website for contact info
YouLearn,,AI tutor for each student.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/youlearn,https://www.ycombinator.com/companies/youlearn - Check company website for contact info
stratify,"San Francisco, CA, USA",AI agents that help you understand your customers' needs,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/stratify,https://www.ycombinator.com/companies/stratify - Check company website for contact info
Sim,"San Francisco, CA, USA",Open source platform to build AI agent workflows,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sim,https://www.ycombinator.com/companies/sim - Check company website for contact info
