Company Name,Batch,Description,Location,Industry,YC Profile URL,Email Pattern,How to Find Email
Pollinate,W26,AI Agents for the supply chain,,B2B,https://www.ycombinator.com/companies/pollinate,founders@pollinate.com or hello@pollinate.com,Visit https://www.ycombinator.com/companies/pollinate → click company website → check /contact or footer
SpotPay,W26,Stablecoin Global Bank Account,,Fintech,https://www.ycombinator.com/companies/spotpay,founders@spotpay.com or hello@spotpay.com,Visit https://www.ycombinator.com/companies/spotpay → click company website → check /contact or footer
VOYGR,W26,Real-world place intelligence for AI apps,,B2B,https://www.ycombinator.com/companies/voygr,founders@voygr.com or hello@voygr.com,Visit https://www.ycombinator.com/companies/voygr → click company website → check /contact or footer
MochaCare,W26,Agentic Management for Care Organizations,,B2B,https://www.ycombinator.com/companies/mochacare,founders@mochacare.com or hello@mochacare.com,Visit https://www.ycombinator.com/companies/mochacare → click company website → check /contact or footer
Vela,W26,AI Agents For Complex Scheduling Coordination,,B2B,https://www.ycombinator.com/companies/vela,founders@vela.com or hello@vela.com,Visit https://www.ycombinator.com/companies/vela → click company website → check /contact or footer
Veriad,W26,Enterprise marketing agents,,B2B,https://www.ycombinator.com/companies/veriad,founders@veriad.com or hello@veriad.com,Visit https://www.ycombinator.com/companies/veriad → click company website → check /contact or footer
Talking Computers,W26,AI for AI Infrastructure,,B2B,https://www.ycombinator.com/companies/talking-computers,founders@talkingcomputers.com or hello@talkingcomputers.com,Visit https://www.ycombinator.com/companies/talking-computers → click company website → check /contact or footer
Copperlane,W26,AI Mortgage Loan Officer,,B2B,https://www.ycombinator.com/companies/copperlane,founders@copperlane.com or hello@copperlane.com,Visit https://www.ycombinator.com/companies/copperlane → click company website → check /contact or footer
Canary,W26,First AI QA engineer that understands your code,,B2B,https://www.ycombinator.com/companies/canary,founders@canary.com or hello@canary.com,Visit https://www.ycombinator.com/companies/canary → click company website → check /contact or footer
Grade,W26,API for performance-based payroll,,Fintech,https://www.ycombinator.com/companies/grade,founders@grade.com or hello@grade.com,Visit https://www.ycombinator.com/companies/grade → click company website → check /contact or footer
Sila,W26,Agentic Workplace Messaging,,B2B,https://www.ycombinator.com/companies/sila,founders@sila.com or hello@sila.com,Visit https://www.ycombinator.com/companies/sila → click company website → check /contact or footer
Maven,W26,Payments Infrastructure for Voice Agents,,B2B,https://www.ycombinator.com/companies/maven,founders@maven.com or hello@maven.com,Visit https://www.ycombinator.com/companies/maven → click company website → check /contact or footer
Moda,W26,The monitoring layer your AI agents need,,B2B,https://www.ycombinator.com/companies/moda,founders@moda.com or hello@moda.com,Visit https://www.ycombinator.com/companies/moda → click company website → check /contact or footer
The Token Company,W26,Compression middleware for LLM outputs,,B2B,https://www.ycombinator.com/companies/the-token-company,founders@thetokencompany.com or hello@thetokencompany.com,Visit https://www.ycombinator.com/companies/the-token-company → click company website → check /contact or footer
BeeSafe AI,W26,Frontier AI Defenses for Social Engineering,,B2B,https://www.ycombinator.com/companies/beesafe-ai,founders@beesafeai.com or hello@beesafeai.com,Visit https://www.ycombinator.com/companies/beesafe-ai → click company website → check /contact or footer
Fed10,W26,AI agents that replace policy consultants,,B2B,https://www.ycombinator.com/companies/fed10,founders@fed10.com or hello@fed10.com,Visit https://www.ycombinator.com/companies/fed10 → click company website → check /contact or footer
Squid,W26,AI agents for power grid planning,,Industrials,https://www.ycombinator.com/companies/squid,founders@squid.com or hello@squid.com,Visit https://www.ycombinator.com/companies/squid → click company website → check /contact or footer
Crow,W26,Let users control your app through chat,,B2B,https://www.ycombinator.com/companies/crow,founders@crow.com or hello@crow.com,Visit https://www.ycombinator.com/companies/crow → click company website → check /contact or footer
Foreman,W26,"Keeping contractors on job site, not behind desk",,Real Estate,https://www.ycombinator.com/companies/foreman,founders@foreman.com or hello@foreman.com,Visit https://www.ycombinator.com/companies/foreman → click company website → check /contact or footer
Booko,W26,Dynamically pricing the whole economy,,B2B,https://www.ycombinator.com/companies/booko,founders@booko.com or hello@booko.com,Visit https://www.ycombinator.com/companies/booko → click company website → check /contact or footer
Corelayer,W26,AI on-call engineer for regulated industries,,B2B,https://www.ycombinator.com/companies/corelayer,founders@corelayer.com or hello@corelayer.com,Visit https://www.ycombinator.com/companies/corelayer → click company website → check /contact or footer
